1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC,join_ratio
2,mnist,NewAAW,0,2.3126724922475015,0.060829335161069226,0.4336906327316577,0.06708057149762552,0.18417894575936128,0.5
3,mnist,NewAAW,1,2.2575879744218508,0.2278958190541467,0.5697938933670308,0.3201551121131638,0.28494082774638796,0.5
4,mnist,NewAAW,2,2.1687420444406627,0.2103038610920722,0.6362194948481222,0.2646593333303623,0.22937342016983045,0.5
5,mnist,NewAAW,3,1.634854440706718,0.436714644733836,0.8016460546289859,0.29726078685401514,0.1525349516959106,0.5
6,mnist,NewAAW,4,1.3852750030797658,0.5599154672149874,0.8755768170781605,0.2791890229309725,0.12688837819412166,0.5
7,mnist,NewAAW,5,1.2943054350093006,0.5185058259081563,0.8937048708758071,0.32434646086445656,0.09862446604600893,0.5
8,mnist,NewAAW,6,1.0815416365799686,0.6312542837559972,0.9203169263253748,0.21465793320439808,0.05513839400457394,0.5
9,mnist,NewAAW,7,0.770291077639936,0.7574822938085447,0.9528957639914212,0.20230892182359259,0.04370927871606692,0.5
10,mnist,NewAAW,8,0.6586746478475495,0.8191112634224355,0.9628093850850838,0.08080336770639156,0.020615500676901696,0.5
11,mnist,NewAAW,9,0.6960540989388531,0.780100525474069,0.9579706728509575,0.12430618968252145,0.024893613151390822,0.5
12,mnist,NewAAW,10,0.7602496878339958,0.7069339730408956,0.9502470728189946,0.19664821171203378,0.03600923557937252,0.5
13,mnist,NewAAW,11,0.618844747563952,0.7759881197167009,0.9586576279208554,0.1793965263443918,0.033368639650341606,0.5
14,mnist,NewAAW,12,0.5102898400171593,0.828535526616404,0.968827091049727,0.1280883092579993,0.025863266599541797,0.5
15,mnist,NewAAW,13,0.5279970697144833,0.8062599954306603,0.9667916226568715,0.18969849926742877,0.032402056216795976,0.5
16,mnist,NewAAW,14,0.52817216401674,0.829049577336075,0.9649769344559187,0.13439370675690673,0.029746343107539833,0.5
17,mnist,NewAAW,15,0.5742804138962968,0.7876970527758739,0.9609047654535164,0.20584373197712863,0.03922497053128245,0.5
18,mnist,NewAAW,16,0.5088381617421992,0.8090587160155358,0.9677154644543612,0.1929391781029686,0.031626827318035684,0.5
19,mnist,NewAAW,17,0.5268553091637224,0.8079734978295636,0.9654393886237069,0.1863470758641764,0.03249292828271024,0.5
20,mnist,NewAAW,18,0.5640377394522661,0.7876970527758739,0.963361135815347,0.20487447151260385,0.033271996321785895,0.5
21,mnist,NewAAW,19,0.3678350627390785,0.8842243545807631,0.9791365212981676,0.045980914772527,0.009907830963631728,0.5
22,mnist,NewAAW,20,0.43235126209673796,0.8359607036783184,0.9729828615643505,0.1659428486670695,0.02706027138768533,0.5
1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC,join_ratio
2,mnist,NewAAW,0,2.3126724922475015,0.060829335161069226,0.4336906327316577,0.06708057149762552,0.18417894575936128,0.5
3,mnist,NewAAW,1,2.257590796292283,0.2278958190541467,0.5697929079989049,0.3201551121131638,0.28494227340675504,0.5
4,mnist,NewAAW,2,2.168454856857771,0.21070367831848297,0.6362518828478657,0.265089431388646,0.22944430052691467,0.5
5,mnist,NewAAW,3,1.6346189447970108,0.4370002284669865,0.8017173636468031,0.2973304888059734,0.1525386265269387,0.5
6,mnist,NewAAW,4,1.3852193229014182,0.5600297007082476,0.8755933979112711,0.27932165128319975,0.1270086638223137,0.5
7,mnist,NewAAW,5,1.2942494681581342,0.5185058259081563,0.8937541979447551,0.32434646086445656,0.09860767409578165,0.5
8,mnist,NewAAW,6,1.0816420195697103,0.6311971670093671,0.9203163938031499,0.21464553192731908,0.05512361382436104,0.5
9,mnist,NewAAW,7,0.7702487234083069,0.7574251770619146,0.9529027521491816,0.20227849238881693,0.04369229118011554,0.5
10,mnist,NewAAW,8,0.6584904558394097,0.8190541466758053,0.9628304756241454,0.08102311762742785,0.02059955467906727,0.5
11,mnist,NewAAW,9,0.6957623776263702,0.7803861092072195,0.957999374927112,0.12379700633908917,0.024865645813304582,0.5
12,mnist,NewAAW,10,0.7596040059919007,0.7072766735206762,0.9502883726948461,0.19655695309857213,0.03597757420718772,0.5
13,mnist,NewAAW,11,0.6187568445771734,0.776045236463331,0.9586627689090441,0.17942626707028658,0.03338570767343787,0.5
14,mnist,NewAAW,12,0.5101502896277661,0.8287639936029244,0.96883883769933,0.12798631415333994,0.025834274835219707,0.5
15,mnist,NewAAW,13,0.5279769316640681,0.8060315284441398,0.9667907289600758,0.1897837798014098,0.03244521675072003,0.5
16,mnist,NewAAW,14,0.5283796598840432,0.8285926433630341,0.9649476626960463,0.13544126067460868,0.029840390064182123,0.5
17,mnist,NewAAW,15,0.5743196097120842,0.7878112862691341,0.9609081467467879,0.20572470197505152,0.03927962974811113,0.5
18,mnist,NewAAW,16,0.5093999447998523,0.8090587160155358,0.9676659742991064,0.19308332145151638,0.031712928579725096,0.5
19,mnist,NewAAW,17,0.5271623233740073,0.8079734978295636,0.9654009078313147,0.1863470758641764,0.03251127972685892,0.5
20,mnist,NewAAW,18,0.56426545946147,0.7876399360292438,0.9633353444955349,0.20489121340856897,0.03327229061421756,0.5
21,mnist,NewAAW,19,0.36768442065404366,0.8843957048206534,0.979135551853697,0.04604360415940919,0.00990331721745181,0.5
22,mnist,NewAAW,20,0.4319962131762102,0.8361320539182088,0.9730016342373284,0.16563425673525214,0.027000563595419393,0.5
