1,case,method,group,Loss,Accurancy,AUC,Std Test Accurancy,Std Test AUC
2,mnist,FedALA,0,2.3126724922475015,0.060829335161069226,0.4336906327316577,0.06708057149762552,0.18417894575936128
3,mnist,FedALA,1,2.025392502697028,0.31711217729038155,0.6673242243291299,0.31759659200985874,0.19862346813753815
4,mnist,FedALA,2,1.2754001054098787,0.7142449166095499,0.8496215324812191,0.32786839686240227,0.2278484681743812
5,mnist,FedALA,3,1.2297967488365604,0.582647932373772,0.8631906998258504,0.37128240813258356,0.16695402439135915
6,mnist,FedALA,4,0.6056983441868015,0.8370459218642906,0.9729779790250358,0.23373525189352407,0.053774230146533826
7,mnist,FedALA,5,0.5279355628387505,0.8525245602010509,0.9730609092140707,0.21576681150131632,0.04843285268389206
8,mnist,FedALA,6,0.4963037165394586,0.8509252912954078,0.9737726115205283,0.18493265187193011,0.04230701065471781
9,mnist,FedALA,7,0.41923852216864743,0.8814256339958876,0.9773084078231461,0.14861096102662594,0.03970703288211636
10,mnist,FedALA,8,0.3948625571443005,0.879083847384053,0.9788222915536946,0.15119866319193914,0.037993041207056606
11,mnist,FedALA,9,0.31719570145387965,0.9085560886451908,0.9829492068918645,0.13074844919212586,0.032599408189253234
12,mnist,FedALA,10,0.3090526573766059,0.9108978752570254,0.9829945576735738,0.13014868638793506,0.033520736643014776
13,mnist,FedALA,11,0.32417550997978933,0.8948480694539639,0.9834309495701705,0.1085169789911943,0.022858488598578464
14,mnist,FedALA,12,0.38199090676027886,0.8684601325108522,0.9786464204250491,0.1410517305828513,0.029221367153823362
15,mnist,FedALA,13,0.27440375624786095,0.9076422206991089,0.9872967383612976,0.11938130379020867,0.020039192362064796
16,mnist,FedALA,14,0.19309529954478366,0.9487091615261595,0.9938395158942398,0.056577522007578956,0.008275690943519362
17,mnist,FedALA,15,0.15889692636222152,0.9565341558144848,0.9950495500924528,0.04107225484947777,0.006905835349292888
18,mnist,FedALA,16,0.17567946856924418,0.9505940141649531,0.9940489146559618,0.04807871271101801,0.00787758593037117
19,mnist,FedALA,17,0.150567925974386,0.9533927347498287,0.9945596328322286,0.06330343775487657,0.009944586771304224
20,mnist,FedALA,18,0.10473842379950984,0.96938542380626,0.997074371804605,0.02720930814627616,0.004914434346237412
21,mnist,FedALA,19,0.10214574777976967,0.9686429061000685,0.9971307245596056,0.02715855549471707,0.003242147632983606
